,track_name,artist,duration_ms,genres,tempo,loudness,energy,danceability,key,instrumentalness,valence,emotion
14,Easy Lovers,Piero Piccioni,225573,"classic soundtrack, vintage italian soundtrack",70.225,-13.945,0.333,0.344,0,0.422,0.175,calm
15,Hold You in My Arms,Ray LaMontagne,306200,"acoustic pop, indie folk, neo mellow, stomp and holler",170.134,-13.807,0.321,0.504,7,0.000107,0.577,calm
16,Asleep Among Endives,Ichiko Aoba,306271,j-acoustic,57.935,-19.899,0.0315,0.406,8,0.0228,0.154,calm
17,In This Shirt,The Irrepressibles,335146,baroque pop,80.168,-9.581,0.394,0.293,9,0.382,0.0384,calm
18,Like a Tattoo,Sade,218000,"british soul, sophisti-pop",136.01,-16.302,0.16,0.557,5,0.000756,0.133,calm
19,Colapso,Kevin Kaarl,235470,indie triste,75.004,-17.237,0.216,0.544,7,0.311,0.145,calm
20,Vincent,Don McLean,243493,"classic rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock",91.509,-19.387,0.085,0.419,7,5.33e-06,0.458,calm
21,Everybody Hurts,R.E.M.,320266,"alternative rock, athens indie, permanent wave, rock",94.301,-10.451,0.324,0.467,2,0.0248,0.166,calm
22,Sunrise,Norah Jones,200626,"contemporary vocal jazz, jazz pop, neo mellow, vocal jazz",156.848,-13.797,0.299,0.526,8,0.097,0.679,calm
23,Top to Toe,Fenne Lily,216252,"bristol indie, british singer-songwriter",110.951,-14.594,0.153,0.708,1,8.67e-06,0.45,calm
24,San Luis,Gregory Alan Isakov,272346,"indie folk, pop folk, stomp and flutter, stomp and holler",82.459,-12.755,0.434,0.567,7,0.257,0.254,calm
25,Tiger Striped Sky,Roo Panes,241720,"british singer-songwriter, indie anthem-folk, indie folk, stomp and holler",139.899,-10.324,0.317,0.473,2,0.0124,0.132,calm
26,El lugar correcto,Natalia Lafourcade,231053,"cantautora mexicana, latin alternative, latin pop, mexican pop, rock en espanol, veracruz indie",91.624,-10.752,0.449,0.631,7,0.000584,0.612,calm
27,Guantanamera,Guitarricadelafuente,190762,"spanish pop, spanish rock",98.6,-10.421,0.263,0.512,9,0.0,0.359,calm
28,me enamoré de alguien que también,your boo,213368,,134.905,-14.167,0.105,0.618,0,0.000125,0.348,calm
29,Dream A Little Dream Of Me,The Mamas & The Papas,194426,"classic rock, folk, folk rock, mellow gold, psychedelic rock, rock, soft rock, sunshine pop",92.515,-13.138,0.313,0.413,7,1.5e-06,0.349,calm
30,Pale Blue Eyes,The Velvet Underground,339533,"alternative rock, melancholia, permanent wave, protopunk, rock",82.879,-18.759,0.107,0.637,5,0.00146,0.296,calm
31,Wait for You,Ocie Elliott,193935,victoria bc indie,136.007,-11.868,0.243,0.652,1,0.034,0.193,calm
32,The Night We Met,Lord Huron,208211,"indie folk, stomp and holler",87.01,-9.514,0.369,0.544,2,0.279,0.102,calm
33,Lake Missoula,Richy Mitch & The Coal Miners,106250,modern folk rock,138.328,-13.036,0.247,0.446,11,0.233,0.245,calm
34,Mesa Redonda,Hermanos Gutiérrez,175405,,86.39,-17.925,0.433,0.566,2,0.894,0.496,calm
35,Magic,Coldplay,285014,"permanent wave, pop",93.457,-8.917,0.482,0.738,6,0.621,0.352,calm
36,Te Mata,Kali Uchis,232306,colombian pop,111.393,-5.264,0.607,0.425,4,0.0,0.522,calm
37,Oi,Lagum,175973,"belo horizonte indie, nova mpb",134.093,-9.356,0.56,0.807,7,0.0,0.725,calm
38,Ladyfingers,Herb Alpert & The Tijuana Brass,166293,"easy listening, lounge",86.366,-13.188,0.349,0.366,8,0.943,0.557,calm
39,In a Manner of Speaking,Nouvelle Vague,238000,"lounge, nu jazz",119.98,-12.664,0.337,0.805,6,0.00783,0.643,calm
40,Look On Down From The Bridge,Mazzy Star,287893,"dream pop, melancholia, shoegaze, slowcore",119.942,-19.322,0.0772,0.37,0,0.69,0.0954,calm
41,Absentee,Cass McCombs,168736,"baroque pop, chamber pop, indie rock, neo-psychedelic, singer-songwriter",0.0,-11.101,0.328,0.0,7,0.862,0.0,calm
42,By Your Side,Sade,274933,"british soul, sophisti-pop",146.073,-10.473,0.429,0.653,11,0.00371,0.627,calm
43,Flowers (feat. Haien Qiu),Christian Basso,214200,,75.036,-12.671,0.207,0.499,2,0.161,0.189,calm
44,Céu Azul,Ana Gabriela,208219,nova mpb,120.109,-8.829,0.341,0.684,6,0.0,0.427,calm
45,Cerca De Ti,Hermanos Gutiérrez,108853,,80.637,-10.749,0.517,0.435,11,0.914,0.442,calm
46,Pictures,Benjamin Francis Leftwich,177433,"acoustic pop, indie anthem-folk, indie folk, stomp and holler, york indie",141.228,-10.231,0.323,0.539,1,6.39e-06,0.261,calm
47,Wasting My Young Years,London Grammar,204266,"metropopolis, nottingham indie",126.881,-11.377,0.285,0.54,5,0.00118,0.107,calm
48,Heartbeats,José González,161680,"chamber pop, gothenburg indie, indie folk, stomp and holler, swedish indie folk, swedish indie pop, swedish singer-songwriter",88.409,-14.891,0.177,0.589,3,0.714,0.311,calm
49,Midnight,Coldplay,294666,"permanent wave, pop",126.974,-12.42,0.475,0.548,1,0.808,0.0349,calm
