,track_name,artist,duration_ms,genres,tempo,loudness,energy,danceability,key,instrumentalness,valence,emotion
22,Ball If I Want To,DaBaby,112546,"hip hop, north carolina hip hop, pop rap, rap, trap",139.949,-5.049,0.669,0.902,1,0.0,0.628,hype
23,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,186826,"emo, modern rock, pop, rock",151.99,-4.341,0.924,0.558,9,3.32e-06,0.567,hype
24,Get Into It (Yuh),Doja Cat,138293,"dance pop, pop",91.942,-6.029,0.655,0.912,8,3.39e-05,0.793,hype
25,R.I.P.,Playboi Carti,192026,"atl hip hop, plugg, pluggnb, rage rap, rap",140.003,-6.067,0.725,0.725,8,0.0,0.515,hype
26,Pure Cocaine,Lil Baby,154023,"atl hip hop, atl trap, rap, trap",127.05,-6.071,0.487,0.964,10,6.57e-06,0.107,hype
27,Dreams and Nightmares,Meek Mill,230693,"hip hop, philly rap, pop rap, rap, southern hip hop, trap",79.745,-2.459,0.774,0.631,11,0.0,0.44,hype
28,Goosebumps - Remix,Travis Scott,162802,"hip hop, rap, slap house",124.917,-7.846,0.593,0.841,1,0.0,0.808,hype
29,Surround Sound (feat. 21 Savage & Baby Tate),JID,229938,"hip hop, pop rap, rap, underground hip hop",75.956,-7.302,0.56,0.575,5,0.0,0.471,hype
30,Where The Hood At,DMX,286266,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",186.151,-3.063,0.948,0.537,8,0.0,0.792,hype
31,Lose Yourself,Eminem,322226,"detroit hip hop, hip hop, rap",171.355,-4.616,0.735,0.686,2,0.00066,0.0596,hype
32,No Role Modelz,J. Cole,292799,"conscious hip hop, hip hop, north carolina hip hop, rap",100.028,-8.492,0.521,0.69,10,0.0,0.494,hype
33,By the Sword,iamjakehill,125812,sad rap,160.035,-7.813,0.76,0.685,2,0.151,0.781,hype
34,Deli,Ice Spice,126857,bronx drill,140.107,-6.169,0.763,0.789,1,2.22e-05,0.272,hype
35,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,182906,"dance pop, pop",159.969,-7.574,0.601,0.801,8,3.23e-05,0.74,hype
36,Ballin,Logic,166080,"conscious hip hop, hip hop, pop rap, rap",150.621,-6.414,0.854,0.737,3,0.0,0.65,hype
37,Low Down,Lil Baby,144651,"atl hip hop, atl trap, rap, trap",127.958,-5.562,0.619,0.962,10,0.0,0.154,hype
38,Legends Are Made,Sam Tinnesz,169758,"alt z, bossbeat, rebel blues",87.871,-4.879,0.89,0.553,0,0.0,0.674,hype
39,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,279573,"florida drill, florida rap, southern hip hop",75.591,-6.399,0.713,0.748,6,0.0,0.482,hype
40,Gang Shit No Lame Shit,Key Glock,131600,"memphis hip hop, rap, southern hip hop, tennessee hip hop, trap",115.071,-10.609,0.434,0.828,5,0.0,0.38,hype
41,On BS,Drake,261543,"canadian hip hop, canadian pop, hip hop, pop rap, rap",158.014,-8.368,0.358,0.841,9,0.0,0.329,hype
42,Without Me,Eminem,290320,"detroit hip hop, hip hop, rap",112.238,-2.827,0.669,0.908,7,0.0,0.662,hype
43,Lovin On Me,Jack Harlow,138411,"deep underground hip hop, kentucky hip hop, pop rap, rap",104.983,-4.911,0.558,0.943,2,2.19e-06,0.606,hype
44,Nuketown (feat. Juice WRLD),Ski Mask The Slump God,166400,"hip hop, miami hip hop, pop rap, rap, trap",149.962,-9.32,0.617,0.808,10,0.0,0.632,hype
45,Fireball (feat. John Ryan),Pitbull,236200,"dance pop, miami hip hop, pop",122.959,-5.38,0.933,0.761,10,8.53e-05,0.836,hype
46,Die in This Town,The Seige,151500,"bossbeat, cali rap",64.95,-4.558,0.746,0.685,5,0.0,0.594,hype
47,Rumors,NEFFEX,247607,,74.972,-8.4,0.706,0.673,8,2.75e-06,0.516,hype
48,You Wish,Flyana Boss,120015,trap queen,160.114,-3.703,0.848,0.833,6,0.0,0.934,hype
49,Limbo,Freddie Dredd,169946,"aesthetic rap, meme rap, phonk",74.987,-5.862,0.623,0.802,11,0.055,0.457,hype
